assets/brand/final/areamatrix-logo-stacked-dark.svg	NOT_APPLICABLE	1-46	semantic-read	堆叠版静态 SVG；长 path 为字体轮廓数据，不含运行时循环或 IO；由 outline/brand 导出链生成衍生资源。
assets/brand/final/areamatrix-logo-stacked-light.svg	NOT_APPLICABLE	1-51	semantic-read	堆叠版静态 SVG；长 path 为字体轮廓数据，不含运行时循环或 IO；由 outline/brand 导出链生成衍生资源。
assets/brand/final/areamatrix-logo-symbol-dark.svg	NOT_APPLICABLE	1-11	semantic-read	静态 symbol SVG；仅矢量声明，无生产控制流；由品牌导出脚本生成位图变体。
assets/brand/final/areamatrix-logo-symbol-light.svg	NOT_APPLICABLE	1-11	semantic-read	静态 symbol SVG；仅矢量声明，无生产控制流；由品牌导出脚本生成位图变体。
assets/brand/final/areamatrix-wordmark-dark.svg	NOT_APPLICABLE	1-6	semantic-read	静态 wordmark SVG；单行 path 为字体轮廓数据，无运行时逻辑；来源为 generate_wordmark_outlines.swift。
assets/brand/final/areamatrix-wordmark-light.svg	NOT_APPLICABLE	1-6	semantic-read	静态 wordmark SVG；单行 path 为字体轮廓数据，无运行时逻辑；来源为 generate_wordmark_outlines.swift。
assets/brand/final/native/README.md	NOT_APPLICABLE	1-10	semantic-read	平台品牌产物说明；逐行仅记录 macOS/iOS/Android/Windows 生成物及生成命令，不执行逻辑；权威生成源为 export_assets.py。
assets/brand/final/native/android/res/mipmap-anydpi-v26/ic_launcher.xml	NOT_APPLICABLE	1-5	semantic-read	Android adaptive-icon 声明式生成物；仅引用颜色与前景 drawable，无代码路径；由 export_assets.py:127-159 写入。
assets/brand/final/native/android/res/mipmap-anydpi-v26/ic_launcher_round.xml	NOT_APPLICABLE	1-5	semantic-read	Android round adaptive-icon 声明式生成物；仅资源引用，无代码路径；由 export_assets.py:127-159 写入。
assets/brand/final/native/android/res/values/colors.xml	NOT_APPLICABLE	1-4	semantic-read	Android 颜色资源生成物；只有静态色值声明，无可执行逻辑；由 export_assets.py:146-150 写入。
assets/brand/final/native/ios/AreaMatrixAppIcon.appiconset/Contents.json	NOT_APPLICABLE	1-116	semantic-read	iOS AppIcon 声明式生成清单；逐项只映射 idiom/size/scale/filename，无运行时控制流；由 export_assets.py:101-124 生成。
